"plot","year","record_id","corner","scale","richness","easting","northing","slope","ph","yrsslb"
205,2005,317,3,0.1,11,727000,4080000,3,6.8,7.36
205,2005,318,4,0.1,11,727000,4080000,3,6.8,7.36
205,2005,319,1,0.01,5,727000,4080000,3,6.8,7.36
205,2005,320,2,0.01,3,727000,4080000,3,6.8,7.36
205,2005,321,3,0.01,2,727000,4080000,3,6.8,7.36
205,2005,322,4,0.01,5,727000,4080000,3,6.8,7.36
205,2006,323,NA,100,58,727000,4080000,3,6.9,8.38
205,2006,324,1,10,37,727000,4080000,3,6.9,8.38
205,2006,325,2,10,29,727000,4080000,3,6.9,8.38
205,2006,326,3,10,37,727000,4080000,3,6.9,8.38
205,2006,327,4,10,34,727000,4080000,3,6.9,8.38
205,2006,328,1,1,19,727000,4080000,3,6.9,8.38
205,2006,329,2,1,18,727000,4080000,3,6.9,8.38
205,2006,330,3,1,19,727000,4080000,3,6.9,8.38
205,2006,331,4,1,20,727000,4080000,3,6.9,8.38
205,2006,332,1,0.1,8,727000,4080000,3,6.9,8.38
205,2006,333,2,0.1,10,727000,4080000,3,6.9,8.38
205,2006,334,3,0.1,9,727000,4080000,3,6.9,8.38
205,2006,335,4,0.1,6,727000,4080000,3,6.9,8.38
205,2006,336,1,0.01,1,727000,4080000,3,6.9,8.38
205,2006,337,2,0.01,3,727000,4080000,3,6.9,8.38
205,2006,338,3,0.01,2,727000,4080000,3,6.9,8.38
205,2006,339,4,0.01,2,727000,4080000,3,6.9,8.38
205,2007,340,NA,100,69,727000,4080000,3,7,9.39
205,2007,341,1,10,39,727000,4080000,3,7,9.39
205,2007,342,2,10,38,727000,4080000,3,7,9.39
205,2007,343,3,10,36,727000,4080000,3,7,9.39
205,2007,344,4,10,43,727000,4080000,3,7,9.39
205,2007,345,1,1,21,727000,4080000,3,7,9.39
205,2007,346,2,1,23,727000,4080000,3,7,9.39
205,2007,347,3,1,20,727000,4080000,3,7,9.39
205,2007,348,4,1,26,727000,4080000,3,7,9.39
205,2007,349,1,0.1,8,727000,4080000,3,7,9.39
205,2007,350,2,0.1,11,727000,4080000,3,7,9.39
205,2007,351,3,0.1,10,727000,4080000,3,7,9.39
205,2007,352,4,0.1,9,727000,4080000,3,7,9.39
205,2007,353,1,0.01,4,727000,4080000,3,7,9.39
205,2007,354,2,0.01,4,727000,4080000,3,7,9.39
205,2007,355,3,0.01,4,727000,4080000,3,7,9.39
205,2007,356,4,0.01,3,727000,4080000,3,7,9.39
205,2008,357,NA,100,80,727000,4080000,3,7.1,0.75
205,2008,358,1,10,55,727000,4080000,3,7.1,0.75
205,2008,359,2,10,49,727000,4080000,3,7.1,0.75
205,2008,360,3,10,52,727000,4080000,3,7.1,0.75
205,2008,361,4,10,53,727000,4080000,3,7.1,0.75
205,2008,362,1,1,22,727000,4080000,3,7.1,0.75
205,2008,363,2,1,29,727000,4080000,3,7.1,0.75
205,2008,364,3,1,32,727000,4080000,3,7.1,0.75
205,2008,365,4,1,21,727000,4080000,3,7.1,0.75
205,2008,366,1,0.1,12,727000,4080000,3,7.1,0.75
205,2008,367,2,0.1,17,727000,4080000,3,7.1,0.75
205,2008,368,3,0.1,14,727000,4080000,3,7.1,0.75
205,2008,369,4,0.1,11,727000,4080000,3,7.1,0.75
205,2008,370,1,0.01,6,727000,4080000,3,7.1,0.75
205,2008,371,2,0.01,5,727000,4080000,3,7.1,0.75
205,2008,372,3,0.01,2,727000,4080000,3,7.1,0.75
205,2008,373,4,0.01,2,727000,4080000,3,7.1,0.75
205,2009,374,NA,100,86,727000,4080000,3,7.1,1.77
205,2009,375,1,10,51,727000,4080000,3,7.1,1.77
205,2009,376,2,10,50,727000,4080000,3,7.1,1.77
205,2009,377,3,10,47,727000,4080000,3,7.1,1.77
205,2009,378,4,10,57,727000,4080000,3,7.1,1.77
205,2009,379,1,1,28,727000,4080000,3,7.1,1.77
205,2009,380,2,1,26,727000,4080000,3,7.1,1.77
205,2009,381,3,1,23,727000,4080000,3,7.1,1.77
205,2009,382,4,1,35,727000,4080000,3,7.1,1.77
205,2009,383,1,0.1,16,727000,4080000,3,7.1,1.77
205,2009,384,2,0.1,13,727000,4080000,3,7.1,1.77
205,2009,385,3,0.1,8,727000,4080000,3,7.1,1.77
205,2009,386,4,0.1,17,727000,4080000,3,7.1,1.77
205,2009,387,1,0.01,6,727000,4080000,3,7.1,1.77
205,2009,388,2,0.01,4,727000,4080000,3,7.1,1.77
205,2009,389,3,0.01,3,727000,4080000,3,7.1,1.77
205,2009,390,4,0.01,5,727000,4080000,3,7.1,1.77
206,1998,391,NA,100,68,730000,4076000,1,6.6,3.22
206,1998,392,1,10,37,730000,4076000,1,6.6,3.22
206,1998,393,2,10,42,730000,4076000,1,6.6,3.22
206,1998,394,3,10,30,730000,4076000,1,6.6,3.22
206,1998,395,4,10,28,730000,4076000,1,6.6,3.22
206,1998,396,1,1,21,730000,4076000,1,6.6,3.22
206,1998,397,2,1,19,730000,4076000,1,6.6,3.22
206,1998,398,3,1,20,730000,4076000,1,6.6,3.22
206,1998,399,4,1,18,730000,4076000,1,6.6,3.22
206,1998,400,1,0.1,12,730000,4076000,1,6.6,3.22
206,1998,401,2,0.1,9,730000,4076000,1,6.6,3.22
206,1998,402,3,0.1,11,730000,4076000,1,6.6,3.22
206,1998,403,4,0.1,8,730000,4076000,1,6.6,3.22
206,1998,404,1,0.01,2,730000,4076000,1,6.6,3.22
206,1998,405,2,0.01,2,730000,4076000,1,6.6,3.22
206,1998,406,3,0.01,2,730000,4076000,1,6.6,3.22
206,1998,407,4,0.01,5,730000,4076000,1,6.6,3.22
206,1999,408,NA,100,80,730000,4076000,1,6.6,4.18
206,1999,409,1,10,45,730000,4076000,1,6.6,4.18
206,1999,410,2,10,40,730000,4076000,1,6.6,4.18
206,1999,411,3,10,35,730000,4076000,1,6.6,4.18
206,1999,412,4,10,49,730000,4076000,1,6.6,4.18
206,1999,413,1,1,26,730000,4076000,1,6.6,4.18
206,1999,414,2,1,24,730000,4076000,1,6.6,4.18
206,1999,415,3,1,21,730000,4076000,1,6.6,4.18
206,1999,416,4,1,26,730000,4076000,1,6.6,4.18
206,1999,417,1,0.1,11,730000,4076000,1,6.6,4.18
206,1999,418,2,0.1,8,730000,4076000,1,6.6,4.18
206,1999,419,3,0.1,12,730000,4076000,1,6.6,4.18
206,1999,420,4,0.1,11,730000,4076000,1,6.6,4.18
206,1999,421,1,0.01,4,730000,4076000,1,6.6,4.18
206,1999,422,2,0.01,4,730000,4076000,1,6.6,4.18
206,1999,423,3,0.01,1,730000,4076000,1,6.6,4.18
206,1999,424,4,0.01,4,730000,4076000,1,6.6,4.18
206,2000,425,NA,100,68,730000,4076000,1,6.2,5.24
206,2000,426,1,10,35,730000,4076000,1,6.2,5.24
206,2000,427,2,10,37,730000,4076000,1,6.2,5.24
206,2000,428,3,10,35,730000,4076000,1,6.2,5.24
206,2000,429,4,10,36,730000,4076000,1,6.2,5.24
206,2000,430,1,1,19,730000,4076000,1,6.2,5.24
206,2000,431,2,1,16,730000,4076000,1,6.2,5.24
206,2000,432,3,1,16,730000,4076000,1,6.2,5.24
206,2000,433,4,1,15,730000,4076000,1,6.2,5.24
206,2000,434,1,0.1,7,730000,4076000,1,6.2,5.24
206,2000,435,2,0.1,8,730000,4076000,1,6.2,5.24
206,2000,436,3,0.1,7,730000,4076000,1,6.2,5.24
206,2000,437,4,0.1,8,730000,4076000,1,6.2,5.24
206,2000,438,1,0.01,2,730000,4076000,1,6.2,5.24
206,2000,439,2,0.01,2,730000,4076000,1,6.2,5.24
206,2000,440,3,0.01,1,730000,4076000,1,6.2,5.24
206,2000,441,4,0.01,2,730000,4076000,1,6.2,5.24
206,2001,442,NA,100,81,730000,4076000,1,6.8,0.16
206,2001,443,1,10,47,730000,4076000,1,6.8,0.16
206,2001,444,2,10,46,730000,4076000,1,6.8,0.16
206,2001,445,3,10,38,730000,4076000,1,6.8,0.16
206,2001,446,4,10,45,730000,4076000,1,6.8,0.16
206,2001,447,1,1,32,730000,4076000,1,6.8,0.16
206,2001,448,2,1,25,730000,4076000,1,6.8,0.16
206,2001,449,3,1,21,730000,4076000,1,6.8,0.16
206,2001,450,4,1,22,730000,4076000,1,6.8,0.16
206,2001,451,1,0.1,21,730000,4076000,1,6.8,0.16
206,2001,452,2,0.1,17,730000,4076000,1,6.8,0.16
206,2001,453,3,0.1,11,730000,4076000,1,6.8,0.16
206,2001,454,4,0.1,14,730000,4076000,1,6.8,0.16
206,2001,455,1,0.01,6,730000,4076000,1,6.8,0.16
206,2001,456,2,0.01,3,730000,4076000,1,6.8,0.16
206,2001,457,3,0.01,2,730000,4076000,1,6.8,0.16
206,2001,458,4,0.01,5,730000,4076000,1,6.8,0.16
206,2002,459,NA,100,81,730000,4076000,1,6.6,1.17
206,2002,460,1,10,47,730000,4076000,1,6.6,1.17
206,2002,461,2,10,41,730000,4076000,1,6.6,1.17
206,2002,462,3,10,42,730000,4076000,1,6.6,1.17
206,2002,463,4,10,51,730000,4076000,1,6.6,1.17
206,2002,464,1,1,21,730000,4076000,1,6.6,1.17
206,2002,465,2,1,21,730000,4076000,1,6.6,1.17
206,2002,466,3,1,19,730000,4076000,1,6.6,1.17
206,2002,467,4,1,26,730000,4076000,1,6.6,1.17
206,2002,468,1,0.1,9,730000,4076000,1,6.6,1.17
206,2002,469,2,0.1,10,730000,4076000,1,6.6,1.17
206,2002,470,3,0.1,7,730000,4076000,1,6.6,1.17
206,2002,471,4,0.1,10,730000,4076000,1,6.6,1.17
206,2002,472,1,0.01,3,730000,4076000,1,6.6,1.17
206,2002,473,2,0.01,4,730000,4076000,1,6.6,1.17
206,2002,474,3,0.01,3,730000,4076000,1,6.6,1.17
206,2002,475,4,0.01,5,730000,4076000,1,6.6,1.17
206,2003,476,NA,100,86,730000,4076000,1,6.7,0.23
206,2003,477,1,10,54,730000,4076000,1,6.7,0.23
206,2003,478,2,10,49,730000,4076000,1,6.7,0.23
206,2003,479,3,10,41,730000,4076000,1,6.7,0.23
206,2003,480,4,10,58,730000,4076000,1,6.7,0.23
206,2003,481,1,1,30,730000,4076000,1,6.7,0.23
206,2003,482,2,1,21,730000,4076000,1,6.7,0.23
206,2003,483,3,1,17,730000,4076000,1,6.7,0.23
206,2003,484,4,1,29,730000,4076000,1,6.7,0.23
206,2003,485,1,0.1,13,730000,4076000,1,6.7,0.23
206,2003,486,2,0.1,11,730000,4076000,1,6.7,0.23
206,2003,487,3,0.1,7,730000,4076000,1,6.7,0.23
206,2003,488,4,0.1,12,730000,4076000,1,6.7,0.23
206,2003,489,1,0.01,4,730000,4076000,1,6.7,0.23
206,2003,490,2,0.01,3,730000,4076000,1,6.7,0.23
206,2003,491,3,0.01,4,730000,4076000,1,6.7,0.23
206,2003,492,4,0.01,4,730000,4076000,1,6.7,0.23
206,2004,493,NA,100,91,730000,4076000,1,6.5,1.25
206,2004,494,1,10,60,730000,4076000,1,6.5,1.25
206,2004,495,2,10,56,730000,4076000,1,6.5,1.25
206,2004,496,3,10,47,730000,4076000,1,6.5,1.25
206,2004,497,4,10,51,730000,4076000,1,6.5,1.25
206,2004,498,1,1,27,730000,4076000,1,6.5,1.25
206,2004,499,2,1,27,730000,4076000,1,6.5,1.25
206,2004,500,3,1,26,730000,4076000,1,6.5,1.25
206,2004,501,4,1,27,730000,4076000,1,6.5,1.25
206,2004,502,1,0.1,11,730000,4076000,1,6.5,1.25
206,2004,503,2,0.1,12,730000,4076000,1,6.5,1.25
206,2004,504,3,0.1,13,730000,4076000,1,6.5,1.25
206,2004,505,4,0.1,15,730000,4076000,1,6.5,1.25
206,2004,506,1,0.01,5,730000,4076000,1,6.5,1.25
206,2004,507,2,0.01,4,730000,4076000,1,6.5,1.25
206,2004,508,3,0.01,7,730000,4076000,1,6.5,1.25
206,2004,509,4,0.01,6,730000,4076000,1,6.5,1.25
206,2005,510,NA,100,99,730000,4076000,1,6.7,2.25
206,2005,511,1,10,60,730000,4076000,1,6.7,2.25
206,2005,512,2,10,61,730000,4076000,1,6.7,2.25
206,2005,513,3,10,57,730000,4076000,1,6.7,2.25
206,2005,514,4,10,60,730000,4076000,1,6.7,2.25
206,2005,515,1,1,29,730000,4076000,1,6.7,2.25
206,2005,516,2,1,34,730000,4076000,1,6.7,2.25
206,2005,517,3,1,22,730000,4076000,1,6.7,2.25
206,2005,518,4,1,31,730000,4076000,1,6.7,2.25
206,2005,519,1,0.1,11,730000,4076000,1,6.7,2.25
206,2005,520,2,0.1,9,730000,4076000,1,6.7,2.25
206,2005,521,3,0.1,9,730000,4076000,1,6.7,2.25
206,2005,522,4,0.1,12,730000,4076000,1,6.7,2.25
206,2005,523,1,0.01,3,730000,4076000,1,6.7,2.25
206,2005,524,2,0.01,3,730000,4076000,1,6.7,2.25
206,2005,525,3,0.01,5,730000,4076000,1,6.7,2.25
206,2005,526,4,0.01,3,730000,4076000,1,6.7,2.25
206,2006,527,NA,100,81,730000,4076000,1,6.7,3.23
206,2006,528,1,10,56,730000,4076000,1,6.7,3.23
206,2006,529,2,10,52,730000,4076000,1,6.7,3.23
206,2006,530,3,10,46,730000,4076000,1,6.7,3.23
206,2006,531,4,10,47,730000,4076000,1,6.7,3.23
206,2006,532,1,1,30,730000,4076000,1,6.7,3.23
206,2006,533,2,1,29,730000,4076000,1,6.7,3.23
206,2006,534,3,1,22,730000,4076000,1,6.7,3.23
206,2006,535,4,1,23,730000,4076000,1,6.7,3.23
206,2006,536,1,0.1,17,730000,4076000,1,6.7,3.23
206,2006,537,2,0.1,9,730000,4076000,1,6.7,3.23
206,2006,538,3,0.1,15,730000,4076000,1,6.7,3.23
206,2006,539,4,0.1,13,730000,4076000,1,6.7,3.23
206,2006,540,1,0.01,2,730000,4076000,1,6.7,3.23
206,2006,541,2,0.01,4,730000,4076000,1,6.7,3.23
206,2006,542,3,0.01,3,730000,4076000,1,6.7,3.23
206,2006,543,4,0.01,4,730000,4076000,1,6.7,3.23
206,2007,544,NA,100,102,730000,4076000,1,6.5,0.21
206,2007,545,1,10,66,730000,4076000,1,6.5,0.21
206,2007,546,2,10,56,730000,4076000,1,6.5,0.21
206,2007,547,3,10,51,730000,4076000,1,6.5,0.21
206,2007,548,4,10,61,730000,4076000,1,6.5,0.21
206,2007,549,1,1,37,730000,4076000,1,6.5,0.21
206,2007,550,2,1,33,730000,4076000,1,6.5,0.21
206,2007,551,3,1,22,730000,4076000,1,6.5,0.21
206,2007,552,4,1,28,730000,4076000,1,6.5,0.21
206,2007,553,1,0.1,16,730000,4076000,1,6.5,0.21
206,2007,554,2,0.1,9,730000,4076000,1,6.5,0.21
206,2007,555,3,0.1,7,730000,4076000,1,6.5,0.21
206,2007,556,4,0.1,14,730000,4076000,1,6.5,0.21
206,2007,557,1,0.01,4,730000,4076000,1,6.5,0.21
206,2007,558,2,0.01,1,730000,4076000,1,6.5,0.21
206,2007,559,3,0.01,4,730000,4076000,1,6.5,0.21
206,2007,560,4,0.01,8,730000,4076000,1,6.5,0.21
206,2008,561,NA,100,87,730000,4076000,1,6,1.21
206,2008,562,1,10,52,730000,4076000,1,6,1.21
206,2008,563,2,10,57,730000,4076000,1,6,1.21
206,2008,564,3,10,51,730000,4076000,1,6,1.21
206,2008,565,4,10,47,730000,4076000,1,6,1.21
206,2008,566,1,1,31,730000,4076000,1,6,1.21
206,2008,567,2,1,29,730000,4076000,1,6,1.21
206,2008,568,3,1,28,730000,4076000,1,6,1.21
206,2008,569,4,1,29,730000,4076000,1,6,1.21
206,2008,570,1,0.1,11,730000,4076000,1,6,1.21
206,2008,571,2,0.1,10,730000,4076000,1,6,1.21
206,2008,572,3,0.1,10,730000,4076000,1,6,1.21
206,2008,573,4,0.1,14,730000,4076000,1,6,1.21
206,2008,574,1,0.01,6,730000,4076000,1,6,1.21
206,2008,575,2,0.01,4,730000,4076000,1,6,1.21
206,2008,576,3,0.01,1,730000,4076000,1,6,1.21
206,2008,577,4,0.01,5,730000,4076000,1,6,1.21
206,2009,578,NA,100,89,730000,4076000,1,6.8,2.21
206,2009,579,1,10,49,730000,4076000,1,6.8,2.21
206,2009,580,2,10,52,730000,4076000,1,6.8,2.21
206,2009,581,3,10,49,730000,4076000,1,6.8,2.21
206,2009,582,4,10,47,730000,4076000,1,6.8,2.21
206,2009,583,1,1,24,730000,4076000,1,6.8,2.21
206,2009,584,2,1,24,730000,4076000,1,6.8,2.21
206,2009,585,3,1,23,730000,4076000,1,6.8,2.21
206,2009,586,4,1,19,730000,4076000,1,6.8,2.21
206,2009,587,1,0.1,7,730000,4076000,1,6.8,2.21
206,2009,588,2,0.1,6,730000,4076000,1,6.8,2.21
206,2009,589,3,0.1,10,730000,4076000,1,6.8,2.21
206,2009,590,4,0.1,10,730000,4076000,1,6.8,2.21
206,2009,591,1,0.01,3,730000,4076000,1,6.8,2.21
206,2009,592,2,0.01,1,730000,4076000,1,6.8,2.21
206,2009,593,3,0.01,1,730000,4076000,1,6.8,2.21
206,2009,594,4,0.01,3,730000,4076000,1,6.8,2.21
208,1998,595,NA,100,70,728000,4078000,5,7.3,2.51
208,1998,596,1,10,35,728000,4078000,5,7.3,2.51
208,1998,597,2,10,42,728000,4078000,5,7.3,2.51
208,1998,598,3,10,38,728000,4078000,5,7.3,2.51
208,1998,599,4,10,28,728000,4078000,5,7.3,2.51
208,1998,600,1,1,22,728000,4078000,5,7.3,2.51
208,1998,601,2,1,24,728000,4078000,5,7.3,2.51
208,1998,602,3,1,22,728000,4078000,5,7.3,2.51
208,1998,603,4,1,15,728000,4078000,5,7.3,2.51
208,1998,604,1,0.1,11,728000,4078000,5,7.3,2.51
208,1998,605,2,0.1,8,728000,4078000,5,7.3,2.51
208,1998,606,3,0.1,10,728000,4078000,5,7.3,2.51
208,1998,607,4,0.1,9,728000,4078000,5,7.3,2.51
208,1998,608,1,0.01,2,728000,4078000,5,7.3,2.51
208,1998,609,2,0.01,4,728000,4078000,5,7.3,2.51
208,1998,610,3,0.01,2,728000,4078000,5,7.3,2.51
208,1998,611,4,0.01,4,728000,4078000,5,7.3,2.51
208,1999,612,NA,100,80,728000,4078000,5,7.4,3.47
208,1999,613,1,10,43,728000,4078000,5,7.4,3.47
208,1999,614,2,10,51,728000,4078000,5,7.4,3.47
208,1999,615,3,10,44,728000,4078000,5,7.4,3.47
208,1999,616,4,10,38,728000,4078000,5,7.4,3.47
208,1999,617,1,1,28,728000,4078000,5,7.4,3.47
208,1999,618,2,1,30,728000,4078000,5,7.4,3.47
208,1999,619,3,1,27,728000,4078000,5,7.4,3.47
208,1999,620,4,1,22,728000,4078000,5,7.4,3.47
208,1999,621,1,0.1,11,728000,4078000,5,7.4,3.47
208,1999,622,2,0.1,16,728000,4078000,5,7.4,3.47
208,1999,623,3,0.1,15,728000,4078000,5,7.4,3.47
208,1999,624,4,0.1,19,728000,4078000,5,7.4,3.47
208,1999,625,1,0.01,5,728000,4078000,5,7.4,3.47
208,1999,626,2,0.01,6,728000,4078000,5,7.4,3.47
208,1999,627,3,0.01,4,728000,4078000,5,7.4,3.47
208,1999,628,4,0.01,4,728000,4078000,5,7.4,3.47
208,2000,629,NA,100,75,728000,4078000,5,7,4.48
208,2000,630,1,10,40,728000,4078000,5,7,4.48
208,2000,631,2,10,46,728000,4078000,5,7,4.48
208,2000,632,3,10,42,728000,4078000,5,7,4.48
208,2000,633,4,10,28,728000,4078000,5,7,4.48
208,2000,634,1,1,21,728000,4078000,5,7,4.48
208,2000,635,2,1,23,728000,4078000,5,7,4.48
208,2000,636,3,1,19,728000,4078000,5,7,4.48
208,2000,637,4,1,17,728000,4078000,5,7,4.48
208,2000,638,1,0.1,10,728000,4078000,5,7,4.48
208,2000,639,2,0.1,10,728000,4078000,5,7,4.48
208,2000,640,3,0.1,9,728000,4078000,5,7,4.48
208,2000,641,4,0.1,10,728000,4078000,5,7,4.48
208,2000,642,1,0.01,3,728000,4078000,5,7,4.48
