"plotID","spcode","species","cover","elev","tci","streamdist","disturb","beers"
"ULRY-04-0144","ABIEFRA","Abies fraseri",4,1696,4.45553923,114,"VIRGIN",0.5687567
"ULRY-04-0145","ABIEFRA","Abies fraseri",4,1783,3.75657892,430.1,"VIRGIN",1.97245967
"ULRY-04-0147","ABIEFRA","Abies fraseri",7,1992,4.07164717,440.1,"VIRGIN",1.61623299
"ULRY-04-0155","ABIEFRA","Abies fraseri",7,1842,6.81649017,460.1,"VIRGIN",0.39654818
"ULRY-04-0157","ABIEFRA","Abies fraseri",3,1621,5.23728991,455.4,"VIRGIN",0.1878792
"ULRY-04-0158","ABIEFRA","Abies fraseri",5,1762,3.93962407,286.4,"VIRGIN",1.9866997
"UFRL-01-0101","ACERNEG","Acer negundo",3,340.8,8.63799095,72.11,"LT-SEL",0.2041461
"UFRL-02-0064","ACERNEG","Acer negundo",4,521,8.10571766,40,"SETTLE",0.42098105
"ATBN-01-0312","ACERNIG","Acer nigrum",5,678,4.21500111,600.8,"CORPLOG",1.99559414
"ATBN-01-0303","ACERRUB","Acer rubrum",6,896.1,4.70563602,197,"CORPLOG",1.99068034
"ATBN-01-0304","ACERRUB","Acer rubrum",7,947.3,4.44743681,125.3,"CORPLOG",0.81673408
"ATBN-01-0305","ACERRUB","Acer rubrum",5,1027,6.14916992,174.6,"CORPLOG",0.58607817
"ATBN-01-0306","ACERRUB","Acer rubrum",7,450.2,4.1337719,202.5,"LT-SEL",0.86011082
"ATBN-01-0307","ACERRUB","Acer rubrum",5,477,5.58730984,134.2,"LT-SEL",0.10092436
"ATBN-01-0308","ACERRUB","Acer rubrum",4,461.8,4.41563416,31.62,"LT-SEL",1.43245673
"ATBN-01-0312","ACERRUB","Acer rubrum",2,678,4.21500111,600.8,"CORPLOG",1.99559414
"ATBN-01-0313","ACERRUB","Acer rubrum",7,1200,4.5200429,346.6,"VIRGIN",1.99930537
"ATBN-01-0314","ACERRUB","Acer rubrum",4,1449,5.70981312,322,"LT-SEL",1.99998701
"ATBN-01-0401","ACERRUB","Acer rubrum",7,1129,6.77596188,80.62,"CORPLOG",0.01942914
"ATBN-01-0402","ACERRUB","Acer rubrum",6,1017,4.82752705,42.43,"CORPLOG",0.24661149
"ATBN-01-0407","ACERRUB","Acer rubrum",6,834.8,5.75439501,10,"CORPLOG",1.60255289
"ATBN-01-0408","ACERRUB","Acer rubrum",1,973.4,5.45339489,142.1,"CORPLOG",0.4985916
"ATBN-01-0409","ACERRUB","Acer rubrum",1,1063,6.0072298,60,"CORPLOG",1.72396672
"ATBN-01-0410","ACERRUB","Acer rubrum",6,1551,5.76492786,360.6,"CORPLOG",0.05591101
"ATBN-01-0412","ACERRUB","Acer rubrum",1,1502,4.5799408,375.4,"CORPLOG",0.28308967
"ATBN-01-0414","ACERRUB","Acer rubrum",1,1027,4.94206715,256.3,"CORPLOG",1.30331194
"ATBN-01-0415","ACERRUB","Acer rubrum",6,675.7,5.40663099,84.85,"SETTLE",0.04508607
"ATBN-01-0503","ACERRUB","Acer rubrum",5,955.5,4.37540388,58.31,"VIRGIN",1.19820857
"ATBN-01-0504","ACERRUB","Acer rubrum",6,1482,6.4509058,60.83,"CORPLOG",0.10309329
"ATBN-01-0505","ACERRUB","Acer rubrum",5,1365,4.45513821,240.4,"LT-SEL",0.92457604
"ATBN-01-0506","ACERRUB","Acer rubrum",6,1285,5.25707102,197.2,"LT-SEL",1.25214386
"ATBN-01-0512","ACERRUB","Acer rubrum",6,500.4,6.98623323,98.49,"SETTLE",1.98559523
"ATBN-01-0513","ACERRUB","Acer rubrum",7,628.2,5.58941603,20,"CORPLOG",1.982849
"ATBN-01-0519","ACERRUB","Acer rubrum",6,1047,4.25630522,202.5,"LT-SEL",0.84465969
"ATBN-01-0521","ACERRUB","Acer rubrum",1,651.6,4.41726112,170,"SETTLE",0.44079173
"ATBN-01-0522","ACERRUB","Acer rubrum",1,696.7,5.15074778,178.9,"SETTLE",0.32549918
"ATBN-01-0523","ACERRUB","Acer rubrum",1,634.2,6.2772212,341.8,"SETTLE",0.01847941
"ATBN-01-0525","ACERRUB","Acer rubrum",4,837.5,8.50003433,0,"LT-SEL",0.33468109
"ATBN-01-0529","ACERRUB","Acer rubrum",7,1409,4.07326698,240.4,"CORPLOG",0.70675302
"ATBN-01-0544","ACERRUB","Acer rubrum",6,686.7,4.4099679,36.06,"SETTLE",1.7051053
"ATBN-01-0551","ACERRUB","Acer rubrum",6,1404,6.86415911,368.8,"CORPLOG",1.35280645
"ATBN-01-0557","ACERRUB","Acer rubrum",4,389.4,4.83746576,206.2,"LT-SEL",0.62067944
"ATBN-01-0561","ACERRUB","Acer rubrum",3,632.1,5.08814096,165.5,"SETTLE",0.21298036
"DELL-02-0042","ACERRUB","Acer rubrum",2,1317,6.85952902,340.1,"LT-SEL",1.76574755
"DELL-02-0043","ACERRUB","Acer rubrum",1,1410,6.04432487,310.6,"LT-SEL",1.97233117
"DELL-02-0045","ACERRUB","Acer rubrum",2,1015,5.6513648,377,"LT-SEL",1.95271218
"DELL-02-0052","ACERRUB","Acer rubrum",8,1051,6.98951197,367.7,"VIRGIN",1.84160626
"DELL-02-0054","ACERRUB","Acer rubrum",2,1338,5.37122917,353.8,"VIRGIN",1.99989367
"DELL-02-0055","ACERRUB","Acer rubrum",7,1176,5.66973686,250,"LT-SEL",1.13292134
"DELL-02-0057","ACERRUB","Acer rubrum",6,1067,5.37263489,377.4,"VIRGIN",0.86190045
"DELL-02-0100","ACERRUB","Acer rubrum",6,791.4,5.20167923,158.1,"LT-SEL",1.53286242
"DELL-02-0101","ACERRUB","Acer rubrum",2,768.7,5.03861618,41.23,"LT-SEL",1.05862534
"DELL-02-0105","ACERRUB","Acer rubrum",2,828.9,4.77252579,180.3,"VIRGIN",0.38256145
"DELL-02-0106","ACERRUB","Acer rubrum",5,885.6,5.9630332,247,"VIRGIN",0.1500562
"DELL-02-0108","ACERRUB","Acer rubrum",5,879.5,5.9129591,325.3,"VIRGIN",1.99690104
"DELL-02-0109","ACERRUB","Acer rubrum",8,760.3,4.44317198,214.7,"LT-SEL",1.91494739
"DELL-02-0110","ACERRUB","Acer rubrum",6,824.4,4.93527794,268.3,"LT-SEL",1.99971688
"DELL-02-0114","ACERRUB","Acer rubrum",7,732,5.14127302,114,"LT-SEL",0.21150754
"DELL-02-0115","ACERRUB","Acer rubrum",6,716.2,5.72402906,85.44,"LT-SEL",0.22148336
"DELL-02-0116","ACERRUB","Acer rubrum",2,921.1,10.64,36.06,"LT-SEL",1.30161154
"DELL-02-0127","ACERRUB","Acer rubrum",7,1164,5.35513592,322,"LT-SEL",1.15807784
"DELL-02-0129","ACERRUB","Acer rubrum",6,877.2,4.17201519,76.16,"SETTLE",0.10079743
"DELL-02-0133","ACERRUB","Acer rubrum",2,1279,4.63039398,10,"LT-SEL",1.55018473
"DELL-03-0002","ACERRUB","Acer rubrum",2,869.1,6.01650381,400.5,"CORPLOG",1.33280563
"DELL-03-0003","ACERRUB","Acer rubrum",8,746.2,3.34025192,141.4,"CORPLOG",0.56759202
"DELL-03-0006","ACERRUB","Acer rubrum",1,1341,6.82645702,230.9,"CORPLOG",0.61220247
"DELL-03-0007","ACERRUB","Acer rubrum",5,1327,4.67902899,148.7,"CORPLOG",1.77732527
"DELL-03-0008","ACERRUB","Acer rubrum",4,1401,3.72033095,261.7,"CORPLOG",0.87426198
"DELL-03-0010","ACERRUB","Acer rubrum",6,1015,7.2793231,10,"CORPLOG",1.74708641
"DELL-03-0021","ACERRUB","Acer rubrum",2,1218,6.22200108,322,"CORPLOG",0.85756344
"DELL-03-0025","ACERRUB","Acer rubrum",2,1213,4.18668318,335.4,"CORPLOG",1.99994481
"DELL-03-0028","ACERRUB","Acer rubrum",6,866.8,4.58699608,223.6,"CORPLOG",1.96057272
"DELL-03-0029","ACERRUB","Acer rubrum",3,870.8,11.76,36.06,"CORPLOG",1.95062649
"DELL-03-0114","ACERRUB","Acer rubrum",6,1229,4.56738806,518.7,"CORPLOG",1.99998355
"DLAP-01-0011","ACERRUB","Acer rubrum",3,805.8,5.8314662,350,"LT-SEL",1.72286224
"DLAP-01-0012","ACERRUB","Acer rubrum",3,805.8,5.8314662,350,"LT-SEL",1.72286224
"DLAP-01-0013","ACERRUB","Acer rubrum",5,892.9,5.68822098,30,"LT-SEL",1.16020334
"DLAP-01-0014","ACERRUB","Acer rubrum",5,855.4,6.82961988,164.9,"LT-SEL",0.41322583
"DLAP-01-0015","ACERRUB","Acer rubrum",3,767.1,5.01883984,330.2,"LT-SEL",0.62745482
"FRID-01-0001","ACERRUB","Acer rubrum",4,720.3,4.08203411,98.99,"LT-SEL",1.32238007
"FRID-01-0002","ACERRUB","Acer rubrum",5,725.9,6.59966707,136,"CORPLOG",0.00787043
"FRID-01-0004","ACERRUB","Acer rubrum",6,859.1,4.89706898,130,"CORPLOG",0.28759128
"FRID-01-0005","ACERRUB","Acer rubrum",7,932.6,4.16547394,334.2,"LT-SEL",0.31273425
"FRID-01-0006","ACERRUB","Acer rubrum",6,670.9,4.81561184,63.25,"SETTLE",0.25890195
"FRID-01-0007","ACERRUB","Acer rubrum",5,741,4.35483885,327.6,"LT-SEL",0.09755319
"FRID-01-0009","ACERRUB","Acer rubrum",7,665.5,4.77475882,194.2,"SETTLE",1.9732815
"FRID-01-0010","ACERRUB","Acer rubrum",4,728,3.507025,98.49,"SETTLE",1.44477355
"FRID-01-0013","ACERRUB","Acer rubrum",3,885.7,6.54796314,50,"CORPLOG",1.57556069
"FRID-01-0015","ACERRUB","Acer rubrum",7,639.7,4.60362005,219.3,"CORPLOG",0.43321049
"FRID-02-0014","ACERRUB","Acer rubrum",7,607.9,4.88558483,176.9,"CORPLOG",0.69500518
"FRID-08-0012","ACERRUB","Acer rubrum",4,884,13.27,10,"CORPLOG",0.01004305
"MILL-01-0024","ACERRUB","Acer rubrum",4,670.6,25,92.2,"SETTLE",1.49149537
"MILL-03-0020","ACERRUB","Acer rubrum",5,947.2,5.95981312,131.5,"VIRGIN",0.25928655
"MILL-07-0024","ACERRUB","Acer rubrum",4,494.2,12.26,0,"LT-SEL",1.49660313
"MILL-07-0052","ACERRUB","Acer rubrum",4,645.2,8.72260094,85.44,"SETTLE",0.94426298
"MILL-11-0017","ACERRUB","Acer rubrum",4,677,4.49968719,287.9,"LT-SEL",1.98295093
"MILL-12-0007","ACERRUB","Acer rubrum",6,859,5.11756897,102,"LT-SEL",0.11043619
"MILL-17-0010","ACERRUB","Acer rubrum",4,869,3.96050692,100,"CORPLOG",0.4183189
"MILL-17-0012","ACERRUB","Acer rubrum",4,1032,4.85315895,183.8,"CORPLOG",1.97692657
"MILL-17-0039","ACERRUB","Acer rubrum",6,1340,6.41765499,490.1,"CORPLOG",0.90383738
"MILL-18-0021","ACERRUB","Acer rubrum",4,717.7,6.16744995,107.7,"CORPLOG",0.07341928
"MILL-20-0010","ACERRUB","Acer rubrum",5,732.3,4.30205011,22.36,"LT-SEL",1.48643851
"MILL-20-0044","ACERRUB","Acer rubrum",4,1190,4.8611598,103,"VIRGIN",1.08014762
"MILL-24-0016","ACERRUB","Acer rubrum",4,1183,4.84606981,60,"VIRGIN",0.94372642
"MILL-24-0059","ACERRUB","Acer rubrum",4,1313,5.34805107,169.7,"VIRGIN",1.18142962
"MILL-25-0044","ACERRUB","Acer rubrum",5,1217,6.42335892,30,"CORPLOG",1.33937502
"MILL-27-0041","ACERRUB","Acer rubrum",4,1292,5.22598886,152.3,"VIRGIN",1.25728369
"MILL-27-0065","ACERRUB","Acer rubrum",4,1328,3.49296904,534.5,"LT-SEL",1.73625684
"MILL-27-0110","ACERRUB","Acer rubrum",6,830.2,4.43833685,20,"SETTLE",1.44655585
"MILL-27-0202","ACERRUB","Acer rubrum",4,1192,7.23307896,10,"VIRGIN",0.04236537
"PITT-01-0001","ACERRUB","Acer rubrum",2,970.7,6.1395359,50.99,"VIRGIN",1.89808238
"PITT-01-0002","ACERRUB","Acer rubrum",6,919.5,6.20673513,50,"SETTLE",1.07908046
"PITT-01-0003","ACERRUB","Acer rubrum",2,908.9,6.57194281,94.34,"LT-SEL",1.9892292
"PITT-01-0005","ACERRUB","Acer rubrum",7,1054,5.7054162,165.5,"LT-SEL",1.80152321
"PITT-01-0006","ACERRUB","Acer rubrum",6,920.4,4.13903999,142.1,"SETTLE",1.14454198
"PITT-01-0007","ACERRUB","Acer rubrum",2,1145,5.12563515,152.3,"VIRGIN",0.26586017
"PITT-01-0008","ACERRUB","Acer rubrum",2,1234,5.29963684,281.6,"VIRGIN",0.99495459
"PITT-01-0009","ACERRUB","Acer rubrum",7,917.7,4.81174707,136,"VIRGIN",1.04708278
"PITT-01-0010","ACERRUB","Acer rubrum",7,1121,5.36382103,281.6,"LT-SEL",1.03253949
"PITT-01-0011","ACERRUB","Acer rubrum",6,1134,5.10715389,64.03,"VIRGIN",1.64530134
"PITT-01-0012","ACERRUB","Acer rubrum",1,1019,5.61283112,476.3,"VIRGIN",1.99964607
"PITT-01-0014","ACERRUB","Acer rubrum",6,1214,5.45581198,169.7,"LT-SEL",1.99819815
"PITT-01-0015","ACERRUB","Acer rubrum",2,1447,4.44888878,89.44,"VIRGIN",1.07812107
"PITT-01-0016","ACERRUB","Acer rubrum",6,905.8,8.82238483,20,"LT-SEL",0.29943642
"PITT-01-0017","ACERRUB","Acer rubrum",2,1015,6.66399097,255,"SETTLE",0.05800001
"PITT-01-0018","ACERRUB","Acer rubrum",6,866.8,4.24502897,20,"VIRGIN",1.68929851
"PITT-01-0019","ACERRUB","Acer rubrum",2,1318,4.82635307,198,"VIRGIN",1.98695123
"PITT-01-0020","ACERRUB","Acer rubrum",2,1267,5.57712603,44.72,"VIRGIN",1.31413603
"PITT-01-0021","ACERRUB","Acer rubrum",7,1181,9.44544983,10,"VIRGIN",0.00020564
"PITT-01-0022","ACERRUB","Acer rubrum",7,1487,3.95891809,262.5,"CORPLOG",1.49446619
"PITT-01-0023","ACERRUB","Acer rubrum",2,918.3,4.41510916,76.16,"SETTLE",0.95874566
"PITT-01-0024","ACERRUB","Acer rubrum",6,988.4,8.58088684,36.06,"VIRGIN",1.43431389
"PITT-01-0025","ACERRUB","Acer rubrum",2,939.3,5.4027791,134.5,"SETTLE",1.46014357
"PITT-01-0026","ACERRUB","Acer rubrum",2,1206,4.76958799,10,"LT-SEL",1.95786643
"PITT-01-0027","ACERRUB","Acer rubrum",4,980.5,4.8444171,63.25,"VIRGIN",1.66897535
"PITT-01-0028","ACERRUB","Acer rubrum",2,952.8,7.43198395,36.06,"VIRGIN",1.81553626
"PITT-01-0029","ACERRUB","Acer rubrum",2,882.3,5.15354681,50,"LT-SEL",0.36615214
"PITT-01-0030","ACERRUB","Acer rubrum",2,1113,3.4010179,84.85,"VIRGIN",1.94633472
"PITT-01-0032","ACERRUB","Acer rubrum",2,847,6.38500595,50,"LT-SEL",0.80605716
"PITT-01-0033","ACERRUB","Acer rubrum",4,834.5,5.5891118,22.36,"LT-SEL",1.9692086
"PITT-01-0036","ACERRUB","Acer rubrum",4,859.8,6.00051403,89.44,"LT-SEL",0.8724767
"PITT-01-0037","ACERRUB","Acer rubrum",2,1185,4.73946524,264,"LT-SEL",1.86984003
"PITT-01-0038","ACERRUB","Acer rubrum",2,1533,4.52862883,337.3,"VIRGIN",0.65501821
"PITT-01-0039","ACERRUB","Acer rubrum",5,910,5.95543623,14.14,"SETTLE",0.57244837
"PITT-01-0040","ACERRUB","Acer rubrum",2,859.5,7.11973906,104.4,"LT-SEL",1.06107688
"PITT-01-0041","ACERRUB","Acer rubrum",5,801.3,7.50090694,41.23,"SETTLE",1.99556172
"PITT-01-0042","ACERRUB","Acer rubrum",4,793.7,10.53,0,"SETTLE",1.68462086
"PITT-01-0043","ACERRUB","Acer rubrum",5,802.3,6.070086,90.55,"SETTLE",0.3981379
"PITT-01-0044","ACERRUB","Acer rubrum",8,1072,11.15,10,"SETTLE",0.53707433
"PITT-01-0045","ACERRUB","Acer rubrum",2,1504,4.37374115,237.1,"VIRGIN",1.65584207
"UFRL-01-0001","ACERRUB","Acer rubrum",5,628.4,3.91855192,120.4,"LT-SEL",0.04478073
"UFRL-01-0002","ACERRUB","Acer rubrum",5,551.7,7.12312412,14.14,"LT-SEL",0.96440923
"UFRL-01-0003","ACERRUB","Acer rubrum",6,683.7,4.15644693,22.36,"LT-SEL",1.9521364
"UFRL-01-0004","ACERRUB","Acer rubrum",5,444.2,4.41574621,28.28,"LT-SEL",0.16297245
"UFRL-01-0005","ACERRUB","Acer rubrum",5,437.7,6.78083277,0,"LT-SEL",1.79770136
"UFRL-01-0006","ACERRUB","Acer rubrum",6,613.5,3.636199,272,"LT-SEL",1.7864604
"UFRL-01-0007","ACERRUB","Acer rubrum",6,595.6,4.46126795,250.8,"LT-SEL",0.97821885
"UFRL-01-0008","ACERRUB","Acer rubrum",6,584,4.80739689,108.2,"LT-SEL",1.51250339
"UFRL-01-0009","ACERRUB","Acer rubrum",6,598.8,4.82904005,210.2,"LT-SEL",0.72464001
"UFRL-01-0010","ACERRUB","Acer rubrum",4,606.2,3.7613709,252.4,"LT-SEL",0.05484751
"UFRL-01-0012","ACERRUB","Acer rubrum",1,917.5,5.20643902,353.8,"LT-SEL",0.81792277
"UFRL-01-0013","ACERRUB","Acer rubrum",4,941,4.39282799,320.6,"LT-SEL",1.68158853
"UFRL-01-0014","ACERRUB","Acer rubrum",5,919.9,5.05614424,156.5,"LT-SEL",0.75687164
"UFRL-01-0015","ACERRUB","Acer rubrum",6,883.4,5.40982389,108.2,"LT-SEL",1.37579525
"UFRL-01-0018","ACERRUB","Acer rubrum",4,727,3.16103697,250.8,"LT-SEL",1.41699612
"UFRL-01-0019","ACERRUB","Acer rubrum",8,625.5,4.68501806,63.25,"LT-SEL",0.0068528
"UFRL-01-0020","ACERRUB","Acer rubrum",7,613.4,4.98365498,36.06,"LT-SEL",1.85831022
"UFRL-01-0021","ACERRUB","Acer rubrum",1,510.3,8.76585293,312.6,"LT-SEL",1.50207818
"UFRL-01-0022","ACERRUB","Acer rubrum",6,457.3,9.2308197,28.28,"LT-SEL",1.1679101
"UFRL-01-0023","ACERRUB","Acer rubrum",4,717.4,4.51472521,460,"LT-SEL",1.14009523
"UFRL-01-0024","ACERRUB","Acer rubrum",4,706,4.35608196,390.5,"LT-SEL",0.16328752
"UFRL-01-0025","ACERRUB","Acer rubrum",2,794,3.75529408,360.6,"LT-SEL",1.98356032
"UFRL-01-0026","ACERRUB","Acer rubrum",4,758.6,4.72222519,63.25,"LT-SEL",1.08114648
"UFRL-01-0027","ACERRUB","Acer rubrum",3,503.2,4.64458084,355.1,"CORPLOG",0.72824824
"UFRL-01-0028","ACERRUB","Acer rubrum",6,817.5,8.70455647,465.3,"LT-SEL",0.81304598
"UFRL-01-0029","ACERRUB","Acer rubrum",6,840.3,7.90501118,408,"LT-SEL",1.70904732
"UFRL-01-0030","ACERRUB","Acer rubrum",5,544.6,8.5399971,160,"LT-SEL",1.12592888
"UFRL-01-0031","ACERRUB","Acer rubrum",5,568.9,10.67,250.8,"LT-SEL",1.20157778
"UFRL-01-0032","ACERRUB","Acer rubrum",4,678.1,5.25798607,214,"LT-SEL",0.0947428
"UFRL-01-0033","ACERRUB","Acer rubrum",6,581.1,4.57624388,64.03,"LT-SEL",1.7887274
"UFRL-01-0034","ACERRUB","Acer rubrum",5,582.7,6.23814106,176.9,"LT-SEL",0.34974054
"UFRL-01-0035","ACERRUB","Acer rubrum",2,590,4.69755602,474.3,"CORPLOG",0.84226847
"UFRL-01-0036","ACERRUB","Acer rubrum",1,571.5,5.10388613,266.8,"CORPLOG",0.3876434
"UFRL-01-0037","ACERRUB","Acer rubrum",4,681.4,4.70516014,506,"LT-SEL",0.88299614
"UFRL-01-0038","ACERRUB","Acer rubrum",4,670.8,4.5713501,462.4,"LT-SEL",0.64879811
"UFRL-01-0039","ACERRUB","Acer rubrum",2,698.4,3.85004401,197,"LT-SEL",0.43965831
"UFRL-01-0040","ACERRUB","Acer rubrum",2,716.1,4.26419878,240.4,"LT-SEL",0.10218436
"UFRL-01-0041","ACERRUB","Acer rubrum",5,709.6,3.68539906,235.4,"LT-SEL",1.06184423
"UFRL-01-0042","ACERRUB","Acer rubrum",5,676.1,5.47057295,200,"LT-SEL",1.1176964
"UFRL-01-0043","ACERRUB","Acer rubrum",4,661.4,4.68295383,127.3,"LT-SEL",1.97888565
"UFRL-01-0044","ACERRUB","Acer rubrum",5,610.7,4.52831793,277.3,"LT-SEL",0.00162463
"UFRL-01-0045","ACERRUB","Acer rubrum",4,637.3,4.85419703,300.8,"LT-SEL",0.02940879
"UFRL-01-0046","ACERRUB","Acer rubrum",6,614.4,5.13394117,186,"LT-SEL",1.19817114
"UFRL-01-0047","ACERRUB","Acer rubrum",4,584.3,6.47289991,85.44,"LT-SEL",1.77505493
"UFRL-01-0047","ACERRUB","Acer rubrum",4,607,4.79977417,114,"LT-SEL",1.38205504
"UFRL-01-0047","ACERRUB","Acer rubrum",7,584.3,6.47289991,85.44,"LT-SEL",1.77505493
"UFRL-01-0047","ACERRUB","Acer rubrum",7,607,4.79977417,114,"LT-SEL",1.38205504
"UFRL-01-0048","ACERRUB","Acer rubrum",4,574.8,4.37171078,0,"LT-SEL",1.66967678
"UFRL-01-0048","ACERRUB","Acer rubrum",4,608.7,3.64123893,36.06,"LT-SEL",1.90694547
"UFRL-01-0048","ACERRUB","Acer rubrum",5,574.8,4.37171078,0,"LT-SEL",1.66967678
"UFRL-01-0048","ACERRUB","Acer rubrum",5,608.7,3.64123893,36.06,"LT-SEL",1.90694547
"UFRL-01-0049","ACERRUB","Acer rubrum",6,607.8,5.16231585,28.28,"LT-SEL",0.57169908
"UFRL-01-0050","ACERRUB","Acer rubrum",6,592.6,5.35637188,31.62,"LT-SEL",0.31793281
"UFRL-01-0051","ACERRUB","Acer rubrum",6,565.1,5.09103489,50,"LT-SEL",0.76325756
"UFRL-01-0052","ACERRUB","Acer rubrum",4,481.8,4.45236206,14.14,"LT-SEL",1.9872098
"UFRL-01-0053","ACERRUB","Acer rubrum",6,603,6.0051198,36.06,"LT-SEL",0.41018903
"UFRL-01-0054","ACERRUB","Acer rubrum",6,614.6,5.21767616,382.1,"LT-SEL",1.82649243
"UFRL-01-0055","ACERRUB","Acer rubrum",6,669.3,9.71498203,378.5,"LT-SEL",1.50664282
"UFRL-01-0056","ACERRUB","Acer rubrum",6,691.1,5.42046499,317.6,"LT-SEL",1.38211691
"UFRL-01-0057","ACERRUB","Acer rubrum",6,611.7,10.24,197.2,"LT-SEL",0.00886668
"UFRL-01-0058","ACERRUB","Acer rubrum",6,690.8,4.80152607,230,"LT-SEL",0.52077001
"UFRL-01-0059","ACERRUB","Acer rubrum",6,650.8,3.88353205,386.4,"LT-SEL",1.94824541
"UFRL-01-0060","ACERRUB","Acer rubrum",5,663.5,4.75779009,383.3,"LT-SEL",1.99991763
"UFRL-01-0061","ACERRUB","Acer rubrum",6,673.2,5.40900183,520.1,"LT-SEL",1.75601733
"UFRL-01-0062","ACERRUB","Acer rubrum",6,680.2,4.7884531,460,"LT-SEL",0.00010672
"UFRL-01-0063","ACERRUB","Acer rubrum",6,676.8,3.841851,237.1,"LT-SEL",1.47897458
"UFRL-01-0064","ACERRUB","Acer rubrum",6,760.6,5.57019711,255,"LT-SEL",0.94494045
"UFRL-01-0065","ACERRUB","Acer rubrum",7,750.6,7.00905085,301.5,"LT-SEL",0.12922165
